ID;Depth (m);qc (MPa);fs (kPa);u2 (kPa)
528;24.87;10.12;-60.2;
528;24.88;10.12;-60.2;
528;24.89;10.12;-60.2;
528;24.9;10.12;-60.2;
528;24.91;10.12;-60.1;
528;24.92;10.12;-60;
528;24.93;10.12;-60;
528;24.94;10.12;0;
528;24.95;10.12;0;
528;24.96;10.12;0;
528;24.97;10.12;0;
528;24.98;10.12;0;
528;24.99;10.12;0;
528;25;10.11;0;
528;25.01;10.11;0;
529;0.01;0.27;0;
529;0.02;0.32;0;
529;0.03;0.31;0;
529;0.04;0.33;0;
529;0.05;0.4;0;
529;0.06;0.51;5.6;
529;0.07;0.54;11.2;
529;0.08;0.46;11.3;
529;0.09;0.42;12;
529;0.1;0.39;12.8;
529;0.11;0.34;12.6;
529;0.12;0.27;13.5;
529;0.13;0.24;13.4;
529;0.14;0.21;14.2;
529;0.15;0.2;14.1;
529;0.16;0.14;14.6;
529;0.17;0.12;14.3;
529;0.18;0.09;14.1;
529;0.19;0.08;14;
529;0.2;0.09;14.7;
529;0.21;0.09;15.4;
529;0.22;0.12;16.5;
529;0.23;0.14;20.3;
529;0.24;0.2;22.6;
529;0.25;0.42;25;
529;0.26;0.5;25.8;
529;0.27;0.88;5.2;
529;0.28;1.11;13.4;
529;0.29;1.37;21.7;
529;0.3;1.54;24.3;
529;0.31;3.52;20.4;
529;0.32;4.26;21.3;
529;0.33;4.74;22.1;
529;0.34;4.32;21.1;
529;0.35;5.03;28;
529;0.36;5.75;34.9;
529;0.37;6.25;42.6;
529;0.38;7.29;42.4;
529;0.39;8.94;42.2;
529;0.4;8.79;56.2;
529;0.41;9.68;70.2;
529;0.42;12.48;64.9;
529;0.43;12.94;72.3;
529;0.44;13.18;84.4;
529;0.45;13.68;77.9;
529;0.46;13.82;104.9;
529;0.47;14.06;95.6;
529;0.48;12.77;99.8;
529;0.49;12.47;97.9;
529;0.5;12.18;98.9;
529;0.51;11.88;98.9;
529;0.52;11.86;97.7;
529;0.53;11.65;96.6;
529;0.54;11.6;75.5;
529;0.55;11.46;57.4;
529;0.56;11.43;66.5;
529;0.57;11.59;116.1;
529;0.58;11.74;93.8;
529;0.59;13.41;94.9;
529;0.6;13.72;89;
529;0.61;14.28;83.1;
529;0.62;14.95;82.1;
529;0.63;15.16;78.9;
529;0.64;15.32;63.8;
529;0.65;13.16;62.9;
529;0.66;12.1;67.3;
529;0.67;11.98;71.6;
529;0.68;11.98;75.3;
529;0.69;11.77;72.2;
529;0.7;11.4;69.1;
529;0.71;11.15;69.5;
529;0.72;10.14;54.8;
529;0.73;10.02;57.7;
529;0.74;9.23;60.6;
529;0.75;8.83;80.4;
529;0.76;8.28;70.2;
529;0.77;7.93;70.4;
529;0.78;7.87;70.6;
529;0.79;7.86;72.5;
529;0.8;7.47;77.7;
529;0.81;7.15;82.4;
529;0.82;6.79;87.1;
529;0.83;6.66;93.9;
529;0.84;6.12;94.9;
529;0.85;5.82;95.8;
529;0.86;5.5;97.3;
529;0.87;5.23;95.6;
529;0.88;4.78;94;
529;0.89;4.43;96;
529;0.9;4.14;98;
529;0.91;3.66;95.3;
529;0.92;3.34;92.6;
529;0.93;3.08;88.5;
529;0.94;2.95;83.4;
529;0.95;2.94;80.9;
529;0.96;2.29;67.1;
529;0.97;1.75;58.4;
529;0.98;1.52;59;
529;0.99;1.5;57.7;
529;1;1.48;56.5;
529;1.01;1.49;51.9;
529;1.02;1.53;39.6;
529;1.03;1.57;37.9;
529;1.04;1.67;31.5;
529;1.05;1.72;31.4;
529;1.06;1.76;39.9;
529;1.07;2.08;43.2;
529;1.08;2.52;46.5;
529;1.09;3.06;45.9;
529;1.1;3.3;45.2;
529;1.11;3.44;37.8;
529;1.12;3.25;35.9;
529;1.13;3.17;41.3;
529;1.14;3.1;39.7;
529;1.15;3.13;38.2;
529;1.16;3.04;38.2;
529;1.17;2.73;49.6;
529;1.18;2.66;48.6;
529;1.19;2.59;47.6;
529;1.2;2.51;52;
529;1.21;2.29;48.8;
529;1.22;2.22;45.7;
529;1.23;2.1;45.3;
529;1.24;1.95;42.2;
529;1.25;1.5;39.6;
529;1.26;1.49;38.4;
529;1.27;1.39;36.3;
529;1.28;1.08;35.3;
529;1.29;1.02;34.3;
529;1.3;0.95;32.8;
529;1.31;0.93;32.7;
529;1.32;0.93;32.7;
529;1.33;0.9;32.8;
529;1.34;0.87;32;
529;1.35;0.85;31.1;
529;1.36;0.83;28.5;
529;1.37;0.82;26.6;
529;1.38;0.82;23.9;
529;1.39;0.81;24.2;
529;1.4;0.82;22.6;
529;1.41;0.83;21.7;
529;1.42;0.85;21.5;
529;1.43;0.84;22.2;
529;1.44;0.86;22;
529;1.45;0.8;21.8;
529;1.46;0.8;15.5;
529;1.47;0.8;12.8;
529;1.48;0.78;12;
529;1.49;0.76;11.3;
529;1.5;0.75;11.8;
529;1.51;0.7;11.2;
529;1.52;0.7;11.2;
529;1.53;0.5;11;
529;1.54;0.3;10.7;
529;1.55;0.3;10.4;
529;1.56;0.3;9.8;
529;1.57;0.3;9.8;
529;1.58;0.31;9.5;
529;1.59;0.31;9.8;
529;1.6;0.31;9.5;
529;1.61;0.32;8.9;
529;1.62;0.33;8;
529;1.63;0.34;8;
529;1.64;0.35;8;
529;1.65;0.36;8.8;
529;1.66;0.36;9.7;
529;1.67;0.37;10.8;
529;1.68;0.38;11.9;
529;1.69;0.42;12.4;
529;1.7;0.42;13.6;
529;1.71;0.46;14.2;
529;1.72;0.47;14.7;
529;1.73;0.47;15;
529;1.74;0.47;15.2;
529;1.75;0.47;15.5;
529;1.76;0.48;15.5;
529;1.77;0.49;15.8;
529;1.78;0.48;16.3;
529;1.79;0.48;16.7;
529;1.8;0.48;16.8;
529;1.81;0.48;16.7;
529;1.82;0.47;16.6;
529;1.83;0.48;15.8;
529;1.84;0.48;15.1;
529;1.85;0.48;14.3;
529;1.86;0.47;13.8;
529;1.87;0.47;13.8;
529;1.88;0.46;13.8;
529;1.89;0.45;14.1;
529;1.9;0.45;14.1;
529;1.91;0.44;13.8;
529;1.92;0.44;13.5;
529;1.93;0.43;13;
529;1.94;0.43;13;
529;1.95;0.43;12.7;
529;1.96;0.42;12.7;
529;1.97;0.42;12.8;
529;1.98;0.42;12.9;
529;1.99;0.42;13.2;
529;2;0.43;13.7;
529;2.01;0.43;13.6;
529;2.02;0.45;13.6;
529;2.03;0.45;13.6;
529;2.04;0.47;12.5;
529;2.05;0.47;11.6;
529;2.06;0.47;11.3;
529;2.07;0.47;11.2;
529;2.08;0.48;10.5;
529;2.09;0.49;10.2;
529;2.1;0.5;10.6;
529;2.11;0.52;11;
529;2.12;0.54;12.1;
529;2.13;0.56;12.1;
529;2.14;0.6;13;
529;2.15;0.7;14.7;
529;2.16;0.73;16.4;
529;2.17;0.76;16.5;
529;2.18;0.76;16.1;
529;2.19;0.75;15.8;
529;2.2;0.75;15.2;
529;2.21;0.73;13.6;
529;2.22;0.67;12.5;
529;2.23;0.64;11.7;
529;2.24;0.61;11.4;
529;2.25;0.58;11.1;
529;2.26;0.58;11;
529;2.27;0.58;11;
529;2.28;0.59;11.1;
529;2.29;0.6;11.7;
529;2.3;0.61;12;
529;2.31;0.63;12.2;
529;2.32;0.66;12.3;
529;2.33;0.7;14.5;
529;2.34;0.78;16.2;
529;2.35;0.85;17.8;
529;2.36;0.92;18;
529;2.37;1;17.9;
529;2.38;1.15;15.4;
529;2.39;1.16;12.9;
529;2.4;1.13;13.1;
529;2.41;1.04;13.4;
529;2.42;0.99;13.9;
529;2.43;0.93;14.5;
529;2.44;0.85;14.7;
529;2.45;0.73;21.1;
529;2.46;0.68;17.9;
529;2.47;0.63;14.7;
529;2.48;0.59;15.5;
529;2.49;0.57;16.4;
529;2.5;0.57;18.5;
529;2.51;0.6;19.1;
529;2.52;0.64;19.3;
529;2.53;0.76;19.9;
529;2.54;0.87;21.3;
529;2.55;0.88;21.8;
529;2.56;0.84;22.6;
529;2.57;0.75;24.8;
529;2.58;0.73;26.4;
529;2.59;0.72;27.5;
529;2.6;0.72;29.1;
529;2.61;0.69;30.5;
529;2.62;0.68;32;
529;2.63;0.67;33.4;
529;2.64;0.65;34.7;
529;2.65;0.63;35.8;
529;2.66;0.62;35.8;
529;2.67;0.61;35.4;
529;2.68;0.61;35.1;
529;2.69;0.6;34.3;
529;2.7;0.59;33.7;
529;2.71;0.59;33.5;
529;2.72;0.58;32.7;
529;2.73;0.57;31.3;
529;2.74;0.57;30.5;
529;2.75;0.57;30.2;
529;2.76;0.57;29.1;
529;2.77;0.57;26.7;
529;2.78;0.57;26.5;
529;2.79;0.57;26.6;
529;2.8;0.59;26.7;
529;2.81;0.61;27.3;
529;2.82;0.61;27.2;
529;2.83;0.62;27;
529;2.84;0.64;27;
529;2.85;0.65;26.2;
529;2.86;0.64;26.2;
529;2.87;0.63;26;
529;2.88;0.61;26.1;
529;2.89;0.61;26.3;
529;2.9;0.6;26.1;
529;2.91;0.6;26;
529;2.92;0.6;25;
529;2.93;0.6;24;
529;2.94;0.61;23.2;
529;2.95;0.61;22.7;
529;2.96;0.59;21.1;
529;2.97;0.59;20.1;
529;2.98;0.59;19.5;
529;2.99;0.58;18.2;
529;3;0.57;17.7;
529;3.01;0.57;17.5;
529;3.02;0.56;17;
529;3.03;0.55;15.9;
529;3.04;0.55;14.9;
529;3.05;0.55;14.3;
529;3.06;0.54;14.1;
529;3.07;0.54;12.7;
529;3.08;0.53;12.2;
529;3.09;0.52;11.9;
529;3.1;0.52;11.4;
529;3.11;0.52;11.4;
529;3.12;0.52;11.4;
529;3.13;0.52;11.4;
529;3.14;0.52;11.5;
529;3.15;0.53;11.6;
529;3.16;0.53;11.5;
529;3.17;0.54;11.4;
529;3.18;0.54;11.2;
529;3.19;0.54;11;
529;3.2;0.54;11;
529;3.21;0.54;11;
529;3.22;0.55;11;
529;3.23;0.55;11;
529;3.24;0.55;11.3;
529;3.25;0.56;11.6;
529;3.26;0.57;12.1;
529;3.27;0.57;12.4;
529;3.28;0.57;12.4;
529;3.29;0.57;13;
529;3.3;0.57;13.2;
529;3.31;0.57;13.2;
529;3.32;0.57;13.8;
529;3.33;0.56;14;
529;3.34;0.55;14.6;
529;3.35;0.54;15.4;
529;3.36;0.54;15.9;
529;3.37;0.53;16.2;
529;3.38;0.53;16.4;
529;3.39;0.53;16.3;
529;3.4;0.53;16.4;
529;3.41;0.53;16.4;
529;3.42;0.53;16.3;
529;3.43;0.53;16.3;
529;3.44;0.52;16;
529;3.45;0.53;9;
529;3.46;0.53;11.9;
529;3.47;0.55;13;
529;3.48;0.56;13.5;
529;3.49;0.56;14.1;
529;3.5;0.57;14.1;
529;3.51;0.57;14.9;
529;3.52;0.57;15.1;
529;3.53;0.57;15.1;
529;3.54;0.59;15.7;
529;3.55;0.61;16.3;
529;3.56;0.61;16.8;
529;3.57;0.61;17.6;
529;3.58;0.62;18.1;
529;3.59;0.61;18.6;
529;3.6;0.61;20.2;
529;3.61;0.6;20.5;
529;3.62;0.59;21.2;
529;3.63;0.59;21.8;
529;3.64;0.59;22.8;
529;3.65;0.59;23.4;
529;3.66;0.59;23.6;
529;3.67;0.59;26.2;
529;3.68;0.6;26.7;
529;3.69;0.6;26;
529;3.7;0.6;25.2;
529;3.71;0.6;24.9;
529;3.72;0.6;24.6;
529;3.73;0.61;23.8;
529;3.74;0.62;23.4;
529;3.75;0.63;23;
529;3.76;0.64;23;
529;3.77;0.68;22.2;
529;3.78;0.69;22.2;
529;3.79;0.71;22.3;
529;3.8;0.72;22.6;
529;3.81;0.72;22.8;
529;3.82;0.72;22.8;
529;3.83;0.73;22.9;
529;3.84;0.75;23.4;
529;3.85;0.77;24.8;
529;3.86;0.78;25.6;
529;3.87;0.79;25.1;
529;3.88;0.81;24.7;
529;3.89;0.85;24.5;
529;3.9;0.86;24.6;
529;3.91;0.86;24.7;
529;3.92;0.86;24.6;
529;3.93;0.86;24.4;
529;3.94;0.86;24.2;
529;3.95;0.86;22.9;
529;3.96;0.88;21.1;
529;3.97;0.87;19.9;
529;3.98;0.86;19.4;
529;3.99;0.82;18.8;
529;4;0.79;18.4;
529;4.01;0.77;18.1;
529;4.02;0.75;16.8;
529;4.03;0.75;16;
529;4.04;0.74;14.6;
529;4.05;0.73;14.3;
529;4.06;0.73;13.8;
529;4.07;0.71;13.5;
529;4.08;0.7;13;
529;4.09;0.7;12.9;
529;4.1;0.7;12.4;
529;4.11;0.7;12.8;
529;4.12;0.71;13.1;
529;4.13;0.72;13.4;
529;4.14;0.73;14.5;
529;4.15;0.74;16.1;
529;4.16;0.75;17.4;
529;4.17;0.75;18.2;
529;4.18;0.76;18.8;
529;4.19;0.76;19.6;
529;4.2;0.76;20.9;
529;4.21;0.75;21.4;
529;4.22;0.75;21.9;
529;4.23;0.75;21.9;
529;4.24;0.75;22.7;
529;4.25;0.74;24;
529;4.26;0.74;25.1;
529;4.27;0.74;26.2;
529;4.28;0.74;26.5;
529;4.29;0.74;26.8;
529;4.3;0.75;26.5;
529;4.31;0.74;26.1;
529;4.32;0.73;25.8;
529;4.33;0.72;25.3;
529;4.34;0.7;24.8;
529;4.35;0.7;24.2;
529;4.36;0.68;24.2;
529;4.37;0.67;23.7;
529;4.38;0.66;23.6;
529;4.39;0.66;23.6;
529;4.4;0.66;23.6;
529;4.41;0.66;23.6;
529;4.42;0.67;22.8;
529;4.43;0.68;22.6;
529;4.44;0.68;22.4;
529;4.45;0.68;22.5;
529;4.46;0.69;18.7;
529;4.47;0.69;18.8;
529;4.48;0.7;18.8;
529;4.49;0.69;18.8;
529;4.5;0.68;18.8;
529;4.51;0.66;19;
529;4.52;0.64;19.2;
529;4.53;0.63;19;
529;4.54;0.63;18.8;
529;4.55;0.63;18.9;
529;4.56;0.64;19.1;
529;4.57;0.71;20.3;
529;4.58;0.73;20.5;
529;4.59;0.75;20.5;
529;4.6;0.77;20.5;
529;4.61;0.82;20;
529;4.62;0.83;17.9;
529;4.63;0.81;16.7;
529;4.64;0.75;15.9;
529;4.65;0.72;13.5;
529;4.66;0.71;13.4;
529;4.67;0.68;14.3;
529;4.68;0.66;14.4;
529;4.69;0.65;14.3;
529;4.7;0.64;14.2;
529;4.71;0.64;14;
529;4.72;0.63;13.4;
529;4.73;0.63;12.4;
529;4.74;0.61;11.9;
529;4.75;0.58;12;
529;4.76;0.57;12;
529;4.77;0.57;11.9;
529;4.78;0.57;11.8;
529;4.79;0.56;11.5;
529;4.8;0.56;10.9;
529;4.81;0.56;10.9;
529;4.82;0.56;11.7;
529;4.83;0.57;12.6;
529;4.84;0.58;13.4;
529;4.85;0.59;13.9;
529;4.86;0.6;14.2;
529;4.87;0.61;13.3;
529;4.88;0.61;12.4;
529;4.89;0.61;11.6;
529;4.9;0.59;10.7;
529;4.91;0.58;9.6;
529;4.92;0.57;9.4;
529;4.93;0.55;9.1;
529;4.94;0.56;9.4;
529;4.95;0.56;9.6;
529;4.96;0.57;10.7;
529;4.97;0.58;11.3;
529;4.98;0.6;11.8;
529;4.99;0.6;11.7;
529;5;0.61;11.6;
529;5.01;0.61;10.5;
529;5.02;0.61;7.7;
529;5.03;0.59;7.1;
529;5.04;0.58;6.5;
529;5.05;0.57;7.4;
529;5.06;0.57;8.4;
529;5.07;0.57;9.8;
529;5.08;0.58;10.3;
529;5.09;0.64;10.4;
529;5.1;0.66;11.2;
529;5.11;0.68;11.8;
529;5.12;0.71;11.8;
529;5.13;0.67;11.2;
529;5.14;0.65;10.6;
529;5.15;0.64;10.5;
529;5.16;0.62;11;
529;5.17;0.59;11;
529;5.18;0.58;11.2;
529;5.19;0.58;11.2;
529;5.2;0.55;11.1;
529;5.21;0.53;11;
529;5.22;0.51;10.2;
529;5.23;0.5;9.1;
529;5.24;0.49;9.3;
529;5.25;0.48;9.6;
529;5.26;0.47;9.9;
529;5.27;0.48;10.9;
529;5.28;0.49;11.7;
529;5.29;0.51;11.7;
529;5.3;0.52;12.2;
529;5.31;0.53;12.8;
529;5.32;0.52;14.3;
529;5.33;0.52;15;
529;5.34;0.51;15.3;
529;5.35;0.52;15.6;
529;5.36;0.52;15.6;
529;5.37;0.52;15.6;
529;5.38;0.53;15.6;
529;5.39;0.54;15.9;
529;5.4;0.55;16.2;
529;5.41;0.56;16.4;
529;5.42;0.56;16.7;
529;5.43;0.55;17;
529;5.44;0.54;17.5;
529;5.45;0.54;17.8;
529;5.46;0.53;18.2;
529;5.47;0.52;18;
529;5.48;0.52;17.8;
529;5.49;0.52;17.5;
529;5.5;0.52;17;
529;5.51;0.51;16.7;
529;5.52;0.51;16.1;
529;5.53;0.5;16.3;
529;5.54;0.5;16.3;
529;5.55;0.5;16.4;
529;5.56;0.51;16.2;
529;5.57;0.52;16.3;
529;5.58;0.53;16.4;
529;5.59;0.54;16.6;
529;5.6;0.54;16.9;
529;5.61;0.54;16.7;
529;5.62;0.54;16.6;
529;5.63;0.55;16;
529;5.64;0.55;15.2;
529;5.65;0.55;13.9;
529;5.66;0.55;13.6;
529;5.67;0.55;13.5;
529;5.68;0.55;13.4;
529;5.69;0.56;13.3;
529;5.7;0.57;13.1;
529;5.71;0.57;12.8;
529;5.72;0.59;12.4;
529;5.73;0.59;12.5;
529;5.74;0.59;12.7;
529;5.75;0.58;12.9;
529;5.76;0.58;13.7;
529;5.77;0.57;14.2;
529;5.78;0.55;15;
529;5.79;0.55;16.1;
529;5.8;0.55;17.1;
529;5.81;0.56;18.2;
529;5.82;0.56;18.5;
529;5.83;0.56;18.5;
529;5.84;0.56;18.5;
529;5.85;0.56;18.3;
529;5.86;0.57;18.1;
529;5.87;0.56;16.7;
529;5.88;0.56;16.2;
529;5.89;0.55;15.7;
529;5.9;0.54;15.7;
529;5.91;0.53;14.5;
529;5.92;0.52;13.7;
529;5.93;0.52;13.5;
529;5.94;0.52;13.4;
529;5.95;0.51;13.2;
529;5.96;0.5;13.2;
529;5.97;0.49;12.3;
529;5.98;0.48;12.1;
529;5.99;0.48;11.8;
529;6;0.48;11.5;
529;6.01;0.47;11.4;
529;6.02;0.47;11.6;
529;6.03;0.48;11.7;
529;6.04;0.48;11.7;
529;6.05;0.49;11.7;
529;6.06;0.49;11.6;
529;6.07;0.49;11.6;
529;6.08;0.5;11.6;
529;6.09;0.5;11.7;
529;6.1;0.51;11.8;
529;6.11;0.52;12.6;
529;6.12;0.52;13.2;
529;6.13;0.55;13.4;
529;6.14;0.56;14.7;
529;6.15;0.57;15.2;
529;6.16;0.57;16.6;
529;6.17;0.57;17.4;
529;6.18;0.57;18.2;
529;6.19;0.57;18.5;
529;6.2;0.57;18.6;
529;6.21;0.57;18.7;
529;6.22;0.58;18.7;
529;6.23;0.57;19;
529;6.24;0.56;18.7;
529;6.25;0.55;18.5;
529;6.26;0.55;18.5;
529;6.27;0.55;18.3;
529;6.28;0.55;17.3;
529;6.29;0.56;17;
529;6.3;0.56;16.5;
529;6.31;0.55;16.2;
529;6.32;0.54;16;
529;6.33;0.54;15.4;
529;6.34;0.53;14.3;
529;6.35;0.52;13;
529;6.36;0.51;12.4;
529;6.37;0.51;12.2;
529;6.38;0.51;11.3;
529;6.39;0.51;10.5;
529;6.4;0.51;10.8;
529;6.41;0.52;11;
529;6.42;0.53;11.2;
529;6.43;0.54;13.1;
529;6.44;0.54;13.6;
529;6.45;0.55;13.6;
529;6.46;0.56;12.3;
529;6.47;0.58;10.9;
529;6.48;0.59;11.7;
529;6.49;0.6;12.6;
529;6.5;0.59;13.1;
529;6.51;0.59;13;
529;6.52;0.58;12.9;
529;6.53;0.59;12.4;
529;6.54;0.61;11.9;
529;6.55;0.62;11.7;
529;6.56;0.59;10.1;
529;6.57;0.57;8.7;
529;6.58;0.57;8.5;
529;6.59;0.56;7.9;
529;6.6;0.55;7.7;
529;6.61;0.54;7.5;
529;6.62;0.54;7.7;
529;6.63;0.55;7.9;
529;6.64;0.55;9.2;
529;6.65;0.55;9.2;
529;6.66;0.55;9.5;
529;6.67;0.55;9.7;
529;6.68;0.55;9.9;
529;6.69;0.55;10.2;
529;6.7;0.56;10.1;
529;6.71;0.56;10.9;
529;6.72;0.56;11.1;
529;6.73;0.57;11.4;
529;6.74;0.59;11.9;
529;6.75;0.59;13.2;
529;6.76;0.6;14.3;
529;6.77;0.61;15.2;
529;6.78;0.62;15.7;
529;6.79;0.64;16;
529;6.8;0.64;16.3;
529;6.81;0.64;16.3;
529;6.82;0.63;16.4;
529;6.83;0.61;16;
529;6.84;0.6;15.5;
529;6.85;0.6;14.9;
529;6.86;0.59;14.5;
529;6.87;0.59;14.4;
529;6.88;0.58;14.4;
529;6.89;0.58;14.4;
529;6.9;0.58;14.7;
529;6.91;0.58;14.8;
529;6.92;0.59;14.8;
529;6.93;0.61;14.8;
529;6.94;0.6;15.3;
529;6.95;0.61;15.3;
529;6.96;0.61;15.3;
529;6.97;0.62;15.7;
529;6.98;0.63;16.1;
529;6.99;0.64;16.6;
529;7;0.64;16.9;
529;7.01;0.66;17.5;
529;7.02;0.66;18.9;
529;7.03;0.67;19.7;
529;7.04;0.67;19.7;
529;7.05;0.66;20.8;
529;7.06;0.64;21.4;
529;7.07;0.64;21.7;
529;7.08;0.63;22.5;
529;7.09;0.61;22.2;
529;7.1;0.6;22;
529;7.11;0.59;20.9;
529;7.12;0.57;19.8;
529;7.13;0.56;19;
529;7.14;0.54;18.5;
529;7.15;0.53;18.8;
529;7.16;0.53;18.2;
529;7.17;0.53;17.4;
529;7.18;0.53;16.3;
529;7.19;0.54;14.9;
529;7.2;0.55;14.1;
529;7.21;0.55;14.1;
529;7.22;0.55;13.9;
529;7.23;0.56;13.6;
529;7.24;0.56;13.6;
529;7.25;0.57;13.1;
529;7.26;0.59;12.9;
529;7.27;0.59;13;
529;7.28;0.59;13.1;
529;7.29;0.59;13.3;
529;7.3;0.59;13.4;
529;7.31;0.6;13.2;
529;7.32;0.6;12.9;
529;7.33;0.6;12.6;
529;7.34;0.6;12.5;
529;7.35;0.6;12.2;
529;7.36;0.6;12;
529;7.37;0.61;12;
529;7.38;0.62;12;
529;7.39;0.66;13.1;
529;7.4;0.69;13.7;
529;7.41;0.71;14.8;
529;7.42;0.71;15.8;
529;7.43;0.71;16.7;
529;7.44;0.71;19;
529;7.45;0.71;11.3;
529;7.46;0.68;15.2;
529;7.47;0.67;16.7;
529;7.48;0.66;18.2;
529;7.49;0.64;18.1;
529;7.5;0.64;18;
529;7.51;0.64;17.9;
529;7.52;0.64;18;
529;7.53;0.64;18.1;
529;7.54;0.64;17.7;
529;7.55;0.67;17.3;
529;7.56;0.64;16.8;
529;7.57;0.62;15.7;
529;7.58;0.62;15.1;
529;7.59;0.61;14.6;
529;7.6;0.6;13.5;
529;7.61;0.6;13.5;
529;7.62;0.6;13.5;
529;7.63;0.61;13.4;
529;7.64;0.61;14;
529;7.65;0.62;14.6;
529;7.66;0.63;15.2;
529;7.67;0.64;18.5;
529;7.68;0.65;18.5;
529;7.69;0.65;19.1;
529;7.7;0.66;19.1;
529;7.71;0.68;19.2;
529;7.72;0.7;19.6;
529;7.73;0.7;19.2;
529;7.74;0.65;18.9;
529;7.75;0.63;18.1;
529;7.76;0.61;17.6;
529;7.77;0.6;17.3;
529;7.78;0.58;16.2;
529;7.79;0.54;14.1;
529;7.8;0.52;12.7;
529;7.81;0.51;11.1;
529;7.82;0.5;9.8;
529;7.83;0.5;9.1;
529;7.84;0.5;9;
529;7.85;0.52;9.7;
529;7.86;0.59;10.4;
529;7.87;0.62;11.7;
529;7.88;0.64;12.3;
529;7.89;0.65;13.3;
529;7.9;0.64;13.3;
529;7.91;0.63;13.2;
529;7.92;0.63;13.1;
529;7.93;0.61;12.2;
529;7.94;0.61;12;
529;7.95;0.6;11.8;
529;7.96;0.59;11.8;
529;7.97;0.59;12;
529;7.98;0.6;12.2;
529;7.99;0.6;12.2;
529;8;0.62;12.5;
529;8.01;0.66;12.5;
529;8.02;0.67;12.6;
529;8.03;0.69;12.6;
529;8.04;0.71;12.9;
529;8.05;0.72;13.4;
529;8.06;0.72;13.7;
529;8.07;0.72;14;
529;8.08;0.71;14.2;
529;8.09;0.69;14.7;
529;8.1;0.68;14.7;
529;8.11;0.68;15.7;
529;8.12;0.66;16.5;
529;8.13;0.66;18.4;
529;8.14;0.66;18.9;
529;8.15;0.66;19.1;
529;8.16;0.66;19.1;
529;8.17;0.68;21;
529;8.18;0.68;22.3;
529;8.19;0.69;21.8;
529;8.2;0.69;21.4;
529;8.21;0.69;21.4;
529;8.22;0.7;20;
529;8.23;0.71;18.4;
529;8.24;0.71;16.3;
529;8.25;0.71;15.3;
529;8.26;0.72;15.1;
529;8.27;0.74;15.1;
529;8.28;0.75;15;
529;8.29;0.75;14.9;
529;8.3;0.75;14.9;
529;8.31;0.75;14.6;
529;8.32;0.75;14;
529;8.33;0.74;13.4;
529;8.34;0.73;13.2;
529;8.35;0.72;12.6;
529;8.36;0.72;12.6;
529;8.37;0.72;13.3;
529;8.38;0.73;16.1;
529;8.39;0.74;18.9;
529;8.4;0.75;18.9;
529;8.41;0.75;18.3;
529;8.42;0.76;18.4;
529;8.43;0.77;18.5;
529;8.44;0.79;19.6;
529;8.45;0.9;20.4;
529;8.46;0.99;20.8;
529;8.47;1.06;27.4;
529;8.48;1.14;28.8;
529;8.49;1.21;30.5;
529;8.5;1.2;31.9;
529;8.51;1.2;35.1;
529;8.52;1.2;36;
529;8.53;1.18;39.1;
529;8.54;1.15;40;
529;8.55;1.12;40.6;
529;8.56;1.07;40.9;
529;8.57;1.03;41.7;
529;8.58;0.95;42.6;
529;8.59;0.91;42.8;
529;8.6;0.82;42.6;
529;8.61;0.79;42.2;
529;8.62;0.76;41.8;
529;8.63;0.75;39.9;
529;8.64;0.73;38.4;
529;8.65;0.71;35.5;
529;8.66;0.71;34.1;
529;8.67;0.71;32.5;
529;8.68;0.71;31.8;
529;8.69;0.71;31;
529;8.7;0.71;30.3;
529;8.71;0.71;30.3;
529;8.72;0.71;29.2;
529;8.73;0.71;28.9;
529;8.74;0.71;28.8;
529;8.75;0.7;29.3;
529;8.76;0.69;29.8;
529;8.77;0.68;29.8;
529;8.78;0.68;29.6;
529;8.79;0.68;29.3;
529;8.8;0.68;29.3;
529;8.81;0.68;29.3;
529;8.82;0.68;29.3;
529;8.83;0.66;28.7;
529;8.84;0.65;28.1;
529;8.85;0.64;26.2;
529;8.86;0.64;24.6;
529;8.87;0.64;22.4;
529;8.88;0.64;20.3;
529;8.89;0.63;19.5;
529;8.9;0.62;18.4;
529;8.91;0.62;18.5;
529;8.92;0.62;16.1;
529;8.93;0.63;15.6;
529;8.94;0.65;15.3;
529;8.95;0.66;14.8;
529;8.96;0.67;14.2;
529;8.97;0.67;13.4;
529;8.98;0.66;12.8;
529;8.99;0.66;11.6;
529;9;0.66;11.3;
529;9.01;0.66;11.3;
529;9.02;0.66;11.3;
529;9.03;0.66;11.3;
529;9.04;0.67;11.3;
529;9.05;0.69;11.9;
529;9.06;0.73;12.5;
529;9.07;0.75;12.6;
529;9.08;0.76;12.6;
529;9.09;0.77;12.6;
529;9.1;0.77;13.7;
529;9.11;0.76;13.7;
529;9.12;0.75;13.6;
529;9.13;0.71;13.5;
529;9.14;0.69;13;
529;9.15;0.67;13;
529;9.16;0.66;12.9;
529;9.17;0.65;13.2;
529;9.18;0.65;13.4;
529;9.19;0.65;13.4;
529;9.2;0.64;13.2;
529;9.21;0.64;12.9;
529;9.22;0.64;12.4;
529;9.23;0.65;12.1;
529;9.24;0.66;11.9;
529;9.25;0.66;11.6;
529;9.26;0.66;11.4;
529;9.27;0.66;9.8;
529;9.28;0.66;8.5;
529;9.29;0.66;7.9;
529;9.3;0.65;7.4;
529;9.31;0.66;7.4;
529;9.32;0.64;6.5;
