ID;Depth (m);qc (MPa);fs (kPa);u2 (kPa)
529;9.33;0.64;6;
529;9.34;0.64;5.9;
529;9.35;0.65;6;
529;9.36;0.65;6.1;
529;9.37;0.65;6.9;
529;9.38;0.66;6.7;
529;9.39;0.68;6.9;
529;9.4;0.69;7.1;
529;9.41;0.71;7.9;
529;9.42;0.72;8.1;
529;9.43;0.74;8.7;
529;9.44;0.74;10;
529;9.45;0.75;10.5;
529;9.46;0.75;11.3;
529;9.47;0.75;12.1;
529;9.48;0.76;12.3;
529;9.49;0.76;12.6;
529;9.5;0.77;13.2;
529;9.51;0.76;14.6;
529;9.52;0.77;14.6;
529;9.53;0.77;15.1;
529;9.54;0.77;15.4;
529;9.55;0.77;16.7;
529;9.56;0.76;17.8;
529;9.57;0.75;18.1;
529;9.58;0.74;18.6;
529;9.59;0.73;18.9;
529;9.6;0.73;19.7;
529;9.61;0.73;20.3;
529;9.62;0.71;21.6;
529;9.63;0.71;22.9;
529;9.64;0.7;23.2;
529;9.65;0.69;23.3;
529;9.66;0.68;23.1;
529;9.67;0.68;22.9;
529;9.68;0.67;22.7;
529;9.69;0.66;22.6;
529;9.7;0.66;22.3;
529;9.71;0.66;21.8;
529;9.72;0.66;21.7;
529;9.73;0.67;21.6;
529;9.74;0.68;21.6;
529;9.75;0.69;21.9;
529;9.76;0.69;22.1;
529;9.77;0.69;21.2;
529;9.78;0.69;20.3;
529;9.79;0.69;19.2;
529;9.8;0.68;18.7;
529;9.81;0.67;18.5;
529;9.82;0.67;18.5;
529;9.83;0.66;18.5;
529;9.84;0.66;19.3;
529;9.85;0.67;19.6;
529;9.86;0.67;19.6;
529;9.87;0.67;19.7;
529;9.88;0.65;19.8;
529;9.89;0.64;19.8;
529;9.9;0.64;19.8;
529;9.91;0.63;19.9;
529;9.92;0.62;20.3;
529;9.93;0.62;20.3;
529;9.94;0.62;20.4;
529;9.95;0.63;20.7;
529;9.96;0.63;21.5;
529;9.97;0.63;21.2;
529;9.98;0.62;21;
529;9.99;0.62;20.2;
529;10;0.62;18.3;
529;10.01;0.62;17.6;
529;10.02;0.62;17.4;
529;10.03;0.61;17.3;
529;10.04;0.6;17.2;
529;10.05;0.6;17.2;
529;10.06;0.6;17.2;
529;10.07;0.6;17.1;
529;10.08;0.6;16.9;
529;10.09;0.59;16.1;
529;10.1;0.59;15.3;
529;10.11;0.56;13.4;
529;10.12;0.55;12.6;
529;10.13;0.54;12.1;
529;10.14;0.54;10.7;
529;10.15;0.54;10.7;
529;10.16;0.54;10.1;
529;10.17;0.54;10.6;
529;10.18;0.56;10.9;
529;10.19;0.56;11.3;
529;10.2;0.57;11.4;
529;10.21;0.59;11.5;
529;10.22;0.6;11.1;
529;10.23;0.62;11;
529;10.24;0.64;11.4;
529;10.25;0.66;11.8;
529;10.26;0.67;12.1;
529;10.27;0.68;12.4;
529;10.28;0.69;12.4;
529;10.29;0.69;12.5;
529;10.3;0.69;12.4;
529;10.31;0.68;12.3;
529;10.32;0.67;11.8;
529;10.33;0.66;11.7;
529;10.34;0.65;11.7;
529;10.35;0.65;11.7;
529;10.36;0.66;12.1;
529;10.37;0.66;12.4;
529;10.38;0.67;13.2;
529;10.39;0.68;13.5;
529;10.4;0.7;13.6;
529;10.41;0.71;13.5;
529;10.42;0.71;13.4;
529;10.43;0.73;13.2;
529;10.44;0.73;12.9;
529;10.45;0.73;11.9;
529;10.46;0.72;11.2;
529;10.47;0.69;11;
529;10.48;0.68;10.8;
529;10.49;0.67;10.8;
529;10.5;0.66;10.3;
529;10.51;0.65;9.2;
529;10.52;0.66;8.9;
529;10.53;0.67;8.1;
529;10.54;0.68;6.9;
529;10.55;0.67;6.3;
529;10.56;0.67;6.5;
529;10.57;0.67;6.7;
529;10.58;0.67;7.7;
529;10.59;0.68;8.3;
529;10.6;0.7;9.6;
529;10.61;0.74;10.6;
529;10.62;0.77;11.9;
529;10.63;0.79;13.2;
529;10.64;0.8;14.5;
529;10.65;0.81;16.1;
529;10.66;0.81;17.9;
529;10.67;0.81;18.7;
529;10.68;0.82;19.2;
529;10.69;0.83;19.2;
529;10.7;0.83;21;
529;10.71;0.84;21.8;
529;10.72;0.84;23.1;
529;10.73;0.84;24.5;
529;10.74;0.85;25.6;
529;10.75;0.85;25.9;
529;10.76;0.87;26.4;
529;10.77;0.89;27.8;
529;10.78;0.89;28.1;
529;10.79;0.88;28.4;
529;10.8;0.87;28.2;
529;10.81;0.85;27.9;
529;10.82;0.84;27.2;
529;10.83;0.82;26.6;
529;10.84;0.79;25.3;
529;10.85;0.78;24.3;
529;10.86;0.78;23.7;
529;10.87;0.77;22.7;
529;10.88;0.75;21.8;
529;10.89;0.75;21.3;
529;10.9;0.75;21;
529;10.91;0.75;21;
529;10.92;0.75;21.1;
529;10.93;0.75;21.3;
529;10.94;0.76;21.3;
529;10.95;0.77;21.3;
529;10.96;0.77;21.3;
529;10.97;0.78;21.4;
529;10.98;0.77;21.4;
529;10.99;0.77;21.7;
529;11;0.76;21.7;
529;11.01;0.76;21.8;
529;11.02;0.76;21.7;
529;11.03;0.75;21.6;
529;11.04;0.75;21.6;
529;11.05;0.75;21;
529;11.06;0.73;20.5;
529;11.07;0.7;20;
529;11.08;0.7;19.5;
529;11.09;0.68;19.5;
529;11.1;0.68;19.2;
529;11.11;0.67;18.9;
529;11.12;0.67;18.3;
529;11.13;0.67;17.8;
529;11.14;0.67;17.2;
529;11.15;0.67;16.4;
529;11.16;0.67;15.6;
529;11.17;0.68;14.8;
529;11.18;0.69;15.1;
529;11.19;0.7;15.1;
529;11.2;0.71;15.1;
529;11.21;0.72;15.6;
529;11.22;0.73;15.6;
529;11.23;0.75;15.8;
529;11.24;0.75;16.3;
529;11.25;0.74;17.3;
529;11.26;0.74;19.8;
529;11.27;0.73;20.1;
529;11.28;0.74;19.7;
529;11.29;0.74;19.4;
529;11.3;0.75;19.4;
529;11.31;0.77;19.1;
529;11.32;0.79;19.6;
529;11.33;0.83;20.1;
529;11.34;0.82;21.2;
529;11.35;0.81;22;
529;11.36;0.8;22.8;
529;11.37;0.81;23.3;
529;11.38;0.81;23.6;
529;11.39;0.82;23.6;
529;11.4;0.81;23.6;
529;11.41;0.8;23.7;
529;11.42;0.81;23.8;
529;11.43;0.81;24;
529;11.44;0.81;24.5;
529;11.45;0.8;25.5;
529;11.46;0.8;26;
529;11.47;0.79;26.5;
529;11.48;0.78;26.7;
529;11.49;0.78;26.7;
529;11.5;0.77;26.3;
529;11.51;0.76;25.8;
529;11.52;0.76;25.3;
529;11.53;0.78;25.1;
529;11.54;0.8;24.4;
529;11.55;0.82;23.8;
529;11.56;0.81;23.1;
529;11.57;0.8;22.8;
529;11.58;0.78;22.6;
529;11.59;0.75;22.4;
529;11.6;0.73;21.8;
529;11.61;0.71;20.5;
529;11.62;0.71;19.9;
529;11.63;0.71;19.9;
529;11.64;0.69;19.9;
529;11.65;0.68;20.1;
529;11.66;0.67;20.3;
529;11.67;0.68;20.5;
529;11.68;0.68;19.1;
529;11.69;0.69;17.7;
529;11.7;0.7;17.7;
529;11.71;0.7;19.1;
529;11.72;0.72;19;
529;11.73;0.74;19.2;
529;11.74;0.78;19.3;
529;11.75;0.84;19.6;
529;11.76;0.92;20.9;
529;11.77;0.94;24;
529;11.78;0.93;25.1;
529;11.79;0.86;25.1;
529;11.8;0.85;25;
529;11.81;0.84;24.8;
529;11.82;0.83;25.2;
529;11.83;0.81;25.6;
529;11.84;0.76;26.7;
529;11.85;0.74;26.9;
529;11.86;0.74;26.8;
529;11.87;0.74;26.7;
529;11.88;0.73;26.7;
529;11.89;0.74;26.7;
529;11.9;0.73;26.7;
529;11.91;0.72;25.3;
529;11.92;0.72;23.8;
529;11.93;0.72;22;
529;11.94;0.73;20.4;
529;11.95;0.72;18.8;
529;11.96;0.72;18.5;
529;11.97;0.72;18.7;
529;11.98;0.71;19.4;
529;11.99;0.71;19.2;
529;12;0.71;19;
529;12.01;0.72;16.4;
529;12.02;0.73;14.7;
529;12.03;0.75;15.2;
529;12.04;0.76;15.7;
529;12.05;0.83;16.5;
529;12.06;0.9;20;
529;12.07;1.04;22.6;
529;12.08;1.22;25.9;
529;12.09;1.37;30.2;
529;12.1;1.47;36.7;
529;12.11;1.47;39.4;
529;12.12;1.47;41.8;
529;12.13;1.45;44;
529;12.14;1.44;46.6;
529;12.15;1.41;47.9;
529;12.16;1.36;49.2;
529;12.17;1.3;50;
529;12.18;1.28;52.9;
529;12.19;1.27;53.9;
529;12.2;1.26;54.6;
529;12.21;1.26;57.2;
529;12.22;1.26;58.3;
529;12.23;1.27;58.8;
529;12.24;1.28;58.2;
529;12.25;1.29;57.7;
529;12.26;1.31;56.7;
529;12.27;1.33;55.2;
529;12.28;1.33;52.6;
529;12.29;1.34;52.1;
529;12.3;1.34;51.6;
529;12.31;1.3;51.4;
529;12.32;1.27;51.3;
529;12.33;1.22;50.5;
529;12.34;1.2;49.4;
529;12.35;1.18;46.7;
529;12.36;1.18;45.3;
529;12.37;1.17;43.7;
529;12.38;1.14;42.5;
529;12.39;1.09;42.5;
529;12.4;1.1;40.4;
529;12.41;1.11;39.1;
529;12.42;1.13;38.3;
529;12.43;1.15;38;
529;12.44;1.16;37.1;
529;12.45;1.14;36.3;
529;12.46;1.12;35.4;
529;12.47;1.12;34.6;
529;12.48;1.13;34.7;
529;12.49;1.13;34.9;
529;12.5;1.15;35.6;
529;12.51;1.16;35.9;
529;12.52;1.17;35.9;
529;12.53;1.2;35.9;
529;12.54;1.23;35.8;
529;12.55;1.18;34.9;
529;12.56;1.12;33.7;
529;12.57;1.03;33;
529;12.58;1.02;32.9;
529;12.59;1.02;33;
529;12.6;1.03;33.2;
529;12.61;1.05;33.5;
529;12.62;1.12;33.4;
529;12.63;1.17;33.4;
529;12.64;1.22;33.4;
529;12.65;1.25;33.3;
529;12.66;1.27;33.3;
529;12.67;1.26;32.8;
529;12.68;1.24;32.6;
529;12.69;1.2;32.5;
529;12.7;1.19;32.4;
529;12.71;1.18;32.4;
529;12.72;1.16;32.3;
529;12.73;1.12;32.2;
529;12.74;1.11;31.8;
529;12.75;1.11;31.3;
529;12.76;1.12;31.3;
529;12.77;1.13;30.3;
529;12.78;1.14;30.4;
529;12.79;1.13;30.2;
529;12.8;1.14;30;
529;12.81;1.15;30;
529;12.82;1.16;29.9;
529;12.83;1.16;29;
529;12.84;1.13;28.3;
529;12.85;1.11;28.3;
529;12.86;1.08;28.7;
529;12.87;1.08;29.1;
529;12.88;1.09;32.4;
529;12.89;1.11;33;
529;12.9;1.15;33;
529;12.91;1.16;33.3;
529;12.92;1.15;33.3;
529;12.93;1.13;33.3;
529;12.94;1.1;33.3;
529;12.95;1.05;32.8;
529;12.96;1.04;32.3;
529;12.97;1.03;31.9;
529;12.98;1.02;31.3;
529;12.99;1.02;30.2;
529;13;1.02;29.7;
529;13.01;1.01;28.5;
529;13.02;0.99;27.9;
529;13.03;0.98;27;
529;13.04;0.97;27.3;
529;13.05;0.97;27.6;
529;13.06;0.97;28.7;
529;13.07;1;30.7;
529;13.08;1.03;31.4;
529;13.09;1.07;31.2;
529;13.1;1.21;32.3;
529;13.11;1.29;32.5;
529;13.12;1.37;32.7;
529;13.13;1.45;33.1;
529;13.14;1.68;33.6;
529;13.15;1.83;34.8;
529;13.16;1.97;36;
529;13.17;2.15;37.8;
529;13.18;2.19;39.6;
529;13.19;2.19;41.9;
529;13.2;2.16;44.4;
529;13.21;2.08;47.7;
529;13.22;2.01;47.8;
529;13.23;1.94;48.6;
529;13.24;1.79;48.5;
529;13.25;1.71;49.2;
529;13.26;1.64;51.1;
529;13.27;1.58;51.8;
529;13.28;1.53;53.5;
529;13.29;1.52;54;
529;13.3;1.53;54.6;
529;13.31;1.54;54.4;
529;13.32;1.56;54.3;
529;13.33;1.57;54.3;
529;13.34;1.57;53.5;
529;13.35;1.57;52.6;
529;13.36;1.58;48.7;
529;13.37;1.63;47.4;
529;13.38;1.68;46.5;
529;13.39;1.83;45.4;
529;13.4;1.92;44.3;
529;13.41;2.01;43.4;
529;13.42;2.05;43.2;
529;13.43;2.06;42.5;
529;13.44;2.03;42.6;
529;13.45;1.98;41;
529;13.46;1.87;39.6;
529;13.47;1.82;39.6;
529;13.48;1.77;39.6;
529;13.49;1.73;39.4;
529;13.5;1.7;39.2;
529;13.51;1.68;39.2;
529;13.52;1.69;39.5;
529;13.53;1.7;39.7;
529;13.54;1.72;40;
529;13.55;1.7;40;
529;13.56;1.67;40;
529;13.57;1.56;39.7;
529;13.58;1.52;38.8;
529;13.59;1.49;38.5;
529;13.6;1.46;38;
529;13.61;1.47;38.3;
529;13.62;1.47;38.7;
529;13.63;1.47;38.9;
529;13.64;1.46;39.3;
529;13.65;1.43;40;
529;13.66;1.43;40.1;
529;13.67;1.44;37.8;
529;13.68;1.45;38.5;
529;13.69;1.47;38.5;
529;13.7;1.49;38.1;
529;13.71;1.52;37.7;
529;13.72;1.64;36.6;
529;13.73;1.73;33.2;
529;13.74;1.82;31.7;
529;13.75;1.97;31;
529;13.76;2.03;30.2;
529;13.77;2.08;30.4;
529;13.78;2.12;30.5;
529;13.79;2.12;30.6;
529;13.8;2.1;31.5;
529;13.81;2.09;32.3;
529;13.82;2.05;33.3;
529;13.83;1.95;35.3;
529;13.84;1.9;35.6;
529;13.85;1.85;35.7;
529;13.86;1.82;37;
529;13.87;1.79;36.8;
529;13.88;1.78;36.9;
529;13.89;1.78;37;
529;13.9;1.74;38.7;
529;13.91;1.71;39.3;
529;13.92;1.67;39.4;
529;13.93;1.63;39.2;
529;13.94;1.54;39.4;
529;13.95;1.51;39.2;
529;13.96;1.49;39;
529;13.97;1.46;39;
529;13.98;1.44;38;
529;13.99;1.44;37.7;
529;14;1.44;37.8;
529;14.01;1.44;37.9;
529;14.02;1.44;38.6;
529;14.03;1.43;38.9;
529;14.04;1.43;39.1;
529;14.05;1.43;39.4;
529;14.06;1.43;40;
529;14.07;1.44;40.1;
529;14.08;1.46;40.2;
529;14.09;1.49;40.3;
529;14.1;1.49;40.4;
529;14.11;1.49;41.3;
529;14.12;1.48;42;
529;14.13;1.5;42.5;
529;14.14;1.52;42.1;
529;14.15;1.6;41.8;
529;14.16;1.85;40;
529;14.17;1.98;38.1;
529;14.18;2.13;38.2;
529;14.19;2.28;37.1;
529;14.2;2.57;32.5;
529;14.21;2.7;31.7;
529;14.22;2.83;30.9;
529;14.23;3;31.1;
529;14.24;3.02;31.3;
529;14.25;3.01;31.5;
529;14.26;3.03;31.8;
529;14.27;3.04;33.1;
529;14.28;3.04;33.6;
529;14.29;3.06;34;
529;14.3;3.08;33.9;
529;14.31;3.09;35;
529;14.32;3.11;35.4;
529;14.33;3.13;35.5;
529;14.34;3.14;35.7;
529;14.35;3.15;35.7;
529;14.36;3.17;35.7;
529;14.37;3.21;35.2;
529;14.38;3.3;33.3;
529;14.39;3.35;31.6;
529;14.4;3.42;31.6;
529;14.41;3.51;32.4;
529;14.42;3.53;33.1;
529;14.43;3.53;33.8;
529;14.44;3.54;33.9;
529;14.45;3.54;57.7;
529;14.46;3.56;47.8;
529;14.47;3.58;37.8;
529;14.48;3.64;36.8;
529;14.49;3.7;36.8;
529;14.5;3.75;36.8;
529;14.51;3.82;36.8;
529;14.52;3.93;36.9;
529;14.53;4.01;36.7;
529;14.54;4.09;36.4;
529;14.55;4.2;36.2;
529;14.56;4.19;36;
529;14.57;4.12;35;
529;14.58;4.08;34.5;
529;14.59;4.04;34;
529;14.6;4;34;
529;14.61;3.94;33.8;
529;14.62;3.91;33.7;
529;14.63;3.9;34.7;
529;14.64;3.88;34.5;
529;14.65;3.87;34.4;
529;14.66;3.86;34.5;
529;14.67;3.85;35.5;
529;14.68;3.84;35.3;
529;14.69;3.82;35;
529;14.7;3.79;34.5;
529;14.71;3.75;34.5;
529;14.72;3.72;34.9;
529;14.73;3.69;35.3;
529;14.74;3.67;36.2;
529;14.75;3.6;37;
529;14.76;3.57;38.4;
529;14.77;3.56;39.1;
529;14.78;3.52;39.9;
529;14.79;3.47;41.7;
529;14.8;3.38;44.4;
529;14.81;3.26;46.6;
529;14.82;3.13;50;
529;14.83;2.92;51.8;
529;14.84;2.84;53.6;
529;14.85;2.75;55.4;
529;14.86;2.57;55.3;
529;14.87;2.36;59.3;
529;14.88;2.25;58.5;
529;14.89;2.24;59.1;
529;14.9;2.26;59.7;
529;14.91;2.2;67.3;
529;14.92;2.2;70.6;
529;14.93;2.14;70.6;
529;14.94;1.99;68.4;
529;14.95;1.92;66.2;
529;14.96;1.89;67.5;
529;14.97;1.9;66.8;
529;14.98;1.91;66;
529;14.99;1.96;65.2;
529;15;2.1;65.6;
529;15.01;2.44;66;
529;15.02;2.6;67.1;
529;15.03;2.68;66.9;
529;15.04;2.85;66.8;
529;15.05;2.97;67.8;
529;15.06;3.05;68.7;
529;15.07;3.09;67.9;
529;15.08;3.06;67.1;
529;15.09;3.04;64.7;
529;15.1;3.02;62.8;
529;15.11;3.01;62.6;
529;15.12;2.97;61;
529;15.13;2.92;59.3;
529;15.14;2.88;58.4;
529;15.15;2.83;58.7;
529;15.16;2.66;60;
529;15.17;2.57;60.5;
529;15.18;2.46;61;
529;15.19;2.29;61.9;
529;15.2;2.22;62.2;
529;15.21;2.17;62.1;
529;15.22;2.23;61.9;
529;15.23;2.29;58.8;
529;15.24;2.43;57.6;
529;15.25;2.64;56.7;
529;15.26;3.15;56.1;
529;15.27;3.39;55.6;
529;15.28;3.63;55.1;
529;15.29;3.88;54.2;
529;15.3;4.42;51.3;
529;15.31;4.69;50.6;
529;15.32;4.93;51;
529;15.33;5.15;51.4;
529;15.34;5.53;52.9;
529;15.35;5.68;53.4;
529;15.36;5.82;54.2;
529;15.37;6.02;55;
529;15.38;6.09;56.9;
529;15.39;6.15;58.5;
529;15.4;6.19;59.6;
529;15.41;6.23;60.7;
529;15.42;6.24;62.6;
529;15.43;6.23;63.2;
529;15.44;6.22;74.3;
529;15.45;6.22;68.9;
529;15.46;6.21;66.5;
529;15.47;6.15;67.9;
529;15.48;6.06;69.2;
529;15.49;5.94;72.3;
529;15.5;5.83;74.4;
529;15.51;5.51;76.5;
529;15.52;5.38;78.5;
529;15.53;5.25;77.7;
529;15.54;5.17;76.8;
529;15.55;4.97;75.7;
529;15.56;4.89;73.5;
529;15.57;4.81;71.8;
529;15.58;4.74;70.3;
529;15.59;4.65;68.3;
529;15.6;4.55;69.8;
529;15.61;4.3;71.3;
529;15.62;4.14;75;
529;15.63;3.98;70.8;
529;15.64;3.64;74.7;
529;15.65;3.5;75.4;
529;15.66;3.38;65.6;
529;15.67;3.3;66.2;
529;15.68;3.31;65.5;
529;15.69;3.32;64.9;
529;15.7;3.45;63.4;
529;15.71;3.84;62.9;
529;15.72;4.04;62.4;
529;15.73;4.27;62.3;
529;15.74;4.77;62.3;
529;15.75;5.01;62.2;
529;15.76;5.21;61.5;
529;15.77;5.37;61.1;
529;15.78;5.56;60.1;
529;15.79;5.62;57;
529;15.8;5.66;56.2;
529;15.81;5.68;55.1;
529;15.82;5.72;54.2;
529;15.83;5.75;52.6;
529;15.84;5.81;51;
529;15.85;5.88;50.6;
529;15.86;5.98;50.8;
529;15.87;5.99;51;
529;15.88;6.01;51.8;
529;15.89;6.03;53.8;
529;15.9;6.03;53.9;
529;15.91;6.03;54.8;
529;15.92;6.03;53.6;
529;15.93;5.99;52.3;
529;15.94;5.96;53.3;
529;15.95;5.94;54.3;
529;15.96;5.89;54.8;
529;15.97;5.85;57.1;
529;15.98;5.82;57.6;
529;15.99;5.77;58.6;
529;16;5.75;59.2;
529;16.01;5.73;61.4;
529;16.02;5.73;63.2;
529;16.03;5.74;65.2;
529;16.04;5.75;69.5;
529;16.05;5.76;72.4;
529;16.06;5.78;73.8;
529;16.07;5.83;74.1;
529;16.08;5.82;74.2;
529;16.09;5.84;73.9;
529;16.1;5.85;73.6;
529;16.11;5.93;72.6;
529;16.12;6.01;71.3;
529;16.13;6.1;72.8;
529;16.14;6.26;74.4;
529;16.15;6.28;74.4;
529;16.16;6.29;75.9;
529;16.17;6.28;75.8;
529;16.18;6.24;76.3;
529;16.19;6.22;76.8;
529;16.2;6.18;77.6;
529;16.21;6.08;76.1;
529;16.22;6.06;74.7;
529;16.23;6.01;73.2;
529;16.24;5.93;73.4;
529;16.25;5.85;73.6;
529;16.26;5.76;75.2;
529;16.27;5.67;77.3;
529;16.28;5.53;78.2;
529;16.29;5.48;78.9;
529;16.3;5.43;78;
529;16.31;5.37;77.2;
529;16.32;5.34;74;
529;16.33;5.33;73.7;
529;16.34;5.34;73.4;
529;16.35;5.35;71.8;
529;16.36;5.48;69;
529;16.37;5.61;66;
529;16.38;5.73;63.6;
529;16.39;5.83;63.8;
529;16.4;5.85;63.5;
529;16.41;5.86;63.3;
529;16.42;5.88;63.7;
529;16.43;5.91;64.1;
529;16.44;5.96;62.9;
529;16.45;6.06;59.2;
529;16.46;6.37;57.6;
529;16.47;6.64;56.8;
529;16.48;6.94;58.2;
529;16.49;7.48;59.5;
529;16.5;7.64;64;
529;16.51;7.78;66.5;
529;16.52;7.86;67.5;
529;16.53;7.94;66.7;
529;16.54;8.11;66.9;
529;16.55;8.27;63.9;
529;16.56;8.45;60.9;
529;16.57;9.13;53.7;
529;16.58;9.66;53.9;
529;16.59;11.13;50.1;
529;16.6;11.98;46.3;
529;16.61;12.9;39.1;
529;16.62;13.78;40.3;
529;16.63;15.09;41.4;
529;16.64;15.61;0.3;
529;16.65;16.02;19.3;
529;16.66;17.21;27.3;
529;16.67;17.64;35.2;
529;16.68;18.26;39.1;
529;16.69;18.75;36.6;
529;16.7;19.36;34.2;
529;16.71;20.05;35.8;
529;16.72;22.13;31.1;
529;16.73;23.29;27.1;
529;16.74;24.16;27.9;
529;16.75;25.69;31.8;
529;16.76;25.97;30.3;
529;16.77;26.09;28.7;
529;16.78;26.15;25.5;
529;16.79;26.14;25.3;
529;16.8;25.87;25.7;
529;16.81;25.78;25.1;
529;16.82;25.41;24.4;
529;16.83;24.51;31.5;
529;16.84;23.92;38.6;
529;16.85;23.45;37.7;
529;16.86;22.46;36.2;
529;16.87;22.12;34.6;
529;16.88;21.98;32.8;
529;16.89;20.75;31.1;
529;16.9;20.38;29.4;
529;16.91;19.89;28.1;
529;16.92;19.36;36.1;
529;16.93;18.56;31.5;
529;16.94;18.17;30.4;
529;16.95;17.76;29.2;
529;16.96;17.02;27.8;
529;16.97;16.48;26.7;
529;16.98;16.13;26.8;
529;16.99;15.66;26.8;
529;17;15.02;21.7;
529;17.01;14.61;16.6;
529;17.02;14.43;14.6;
529;17.03;14.19;12.6;
529;17.04;13.5;12.3;
529;17.05;13.11;8.6;
529;17.06;12.71;8.3;
529;17.07;12.53;7.7;
529;17.08;11.98;7.2;
529;17.09;11.68;4.8;
529;17.1;11.42;3.1;
529;17.11;11.06;2.3;
529;17.12;10.97;1.6;
529;17.13;10.79;-1.7;
529;17.14;10.85;1.1;
529;17.15;10.91;3.9;
529;17.16;11.1;3.2;
529;17.17;11.34;7.4;
529;17.18;11.93;7.6;
529;17.19;12.09;7.7;
529;17.2;12.33;5.2;
529;17.21;12.39;4.6;
529;17.22;12.38;3.9;
529;17.23;12.48;2.9;
529;17.24;12.46;0.9;
529;17.25;12.46;-1.8;
529;17.26;12.46;-2.3;
529;17.27;12.54;1.6;
529;17.28;12.37;2.4;
529;17.29;12.09;3.3;
529;17.3;11.98;5;
529;17.31;11.86;6.7;
529;17.32;11.87;5.1;
529;17.33;11.19;11.7;
529;17.34;10.92;8.2;
529;17.35;10.71;6.6;
529;17.36;10.6;4.9;
529;17.37;10.25;3.7;
529;17.38;10.1;3.7;
529;17.39;9.92;11.9;
529;17.4;9.73;10;
529;17.41;9.74;9.8;
529;17.42;9.66;10;
529;17.43;9.3;10.2;
529;17.44;9.06;20.8;
529;17.45;8.86;14.1;
529;17.46;8.62;7.4;
529;17.47;8.25;7.2;
529;17.48;8.13;7.1;
529;17.49;8;7;
529;17.5;7.85;6.6;
529;17.51;7.53;7.6;
529;17.52;7.29;8.1;
529;17.53;7.06;8;
529;17.54;7;7.9;
529;17.55;6.95;8.4;
529;17.56;6.88;8.9;
529;17.57;6.86;10.4;
529;17.58;6.91;9.7;
529;17.59;6.92;9.6;
529;17.6;6.93;9.9;
529;17.61;7.05;10.1;
529;17.62;7.18;8.1;
529;17.63;7.19;9;
529;17.64;7.09;9.8;
529;17.65;6.98;10;
529;17.66;6.86;13.6;
529;17.67;6.82;16.4;
529;17.68;6.64;16.9;
529;17.69;6.37;19.4;
529;17.7;6.22;24;
529;17.71;6.07;28.5;
529;17.72;5.98;30.5;
529;17.73;5.74;34.9;
529;17.74;5.68;35.8;
529;17.75;5.58;38.1;
529;17.76;5.56;39.7;
529;17.77;5.51;42.6;
529;17.78;5.52;45.5;
529;17.79;5.53;44.5;
529;17.8;5.65;45.9;
529;17.81;5.73;46.4;
529;17.82;5.82;46.5;
529;17.83;5.93;46.5;
529;17.84;6.14;44.9;
529;17.85;6.23;43.3;
529;17.86;6.31;42.7;
529;17.87;6.47;41.6;
529;17.88;6.5;41.9;
529;17.89;6.46;41.5;
529;17.9;6.41;41.2;
529;17.91;6.37;37.4;
529;17.92;6.38;36.4;
529;17.93;6.39;35.5;
529;17.94;6.72;35;
529;17.95;7.07;34.1;
529;17.96;7.56;34.8;
529;17.97;7.99;35.4;
529;17.98;8.15;38.1;
529;17.99;7.58;43.1;
529;18;6.99;49.9;
529;18.01;6.39;54.2;
529;18.02;5.17;72.8;
529;18.03;4.58;96.6;
529;18.04;4.2;104.5;
529;18.05;3.91;106.8;
529;18.06;3.32;105.7;
529;18.07;3.07;104.7;
529;18.08;2.82;101.5;
529;18.09;2.47;99.8;
529;18.1;1.9;94.6;
529;18.11;1.59;92.9;
529;18.12;1.49;91.3;
529;18.13;1.46;88.3;
529;18.14;1.46;84.6;
529;18.15;1.46;84.1;
529;18.16;1.51;83.4;
529;18.17;1.56;81.6;
529;18.18;1.58;77.9;
529;18.19;1.61;70.2;
529;18.2;1.65;64.9;
529;18.21;1.65;54.9;
529;18.22;1.63;51.9;
529;18.23;1.61;52.3;
529;18.24;1.58;52.7;
529;18.25;1.59;53.9;
529;18.26;1.6;55.8;
529;18.27;1.63;57.1;
529;18.28;1.71;60.9;
529;18.29;1.75;64.6;
529;18.3;1.79;67.7;
529;18.31;1.85;69.8;
529;18.32;1.97;71;
529;18.33;2.04;70.9;
529;18.34;2.14;70.9;
529;18.35;2.37;65.4;
529;18.36;2.5;65.2;
529;18.37;2.64;64.2;
529;18.38;2.8;64.1;
529;18.39;3.15;64.3;
529;18.4;3.24;64.4;
529;18.41;3.28;64.4;
529;18.42;3.37;64.4;
529;18.43;3.44;62.4;
529;18.44;3.51;65.9;
529;18.45;3.57;67.4;
529;18.46;3.79;68.8;
529;18.47;3.96;68.1;
529;18.48;4.17;67.4;
529;18.49;4.41;66.7;
529;18.5;4.95;61.8;
529;18.51;5.14;60.5;
529;18.52;5.07;63.5;
529;18.53;5.13;66.4;
529;18.54;5.05;68.3;
529;18.55;4.95;70.3;
529;18.56;4.75;73;
529;18.57;4.31;73.9;
529;18.58;4.16;74.7;
529;18.59;4.06;74.5;
529;18.6;3.96;76.7;
529;18.61;3.94;77.7;
529;18.62;3.9;78.7;
529;18.63;3.72;77.4;
529;18.64;3.65;76;
529;18.65;3.62;73.5;
529;18.66;3.61;71.3;
529;18.67;3.59;67.7;
529;18.68;3.57;62.1;
529;18.69;3.52;60.3;
529;18.7;3.42;60.3;
529;18.71;3.16;60.3;
529;18.72;2.99;60;
529;18.73;2.85;59.7;
529;18.74;2.71;58.7;
529;18.75;2.46;58.6;
529;18.76;2.32;58.4;
